Company Code	Curve Mnemonic	PWLS v3 Property	Curve Unit Quantity Class	LIS Curve Mnemonic	Curve Description
440	T1LM_SF1_SH8	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 1 T1 Distribution for Shell 8
440	T1LM_SF1_UHR	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 1 T1 Distribution for Upper High-Resolution Antenna
440	T1LM_SF2	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution
440	T1LM_SF2_LHR	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution for Lower High-Resolution Antenna
440	T1LM_SF2_SH1	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution for Shell 1
440	T1LM_SF2_SH2	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution for Shell 2
440	T1LM_SF2_SH3	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution for Shell 3
440	T1LM_SF2_SH4	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution for Shell 4
440	T1LM_SF2_SH8	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution for Shell 8
440	T1LM_SF2_UHR	longitudinal relaxation time	time		Logarithmic Mean of Special Fluid 2 T1 Distribution for Upper High-Resolution Antenna
440	T1LM_SH1	longitudinal relaxation time	time		Logarithmic Mean of T1 Distribution for Shell 1
440	T1LM_SH2	longitudinal relaxation time	time		Logarithmic Mean of T1 Distribution for Shell 2
440	T1LM_SH3	longitudinal relaxation time	time		Logarithmic Mean of T1 Distribution for Shell 3
440	T1LM_SH4	longitudinal relaxation time	time		Logarithmic Mean of T1 Distribution for Shell 4
440	T1LM_SH8	longitudinal relaxation time	time		Logarithmic Mean of T1 Distribution for Shell 8
440	T1LM_UHR	longitudinal relaxation time	time		Logarithmic Mean of T1 Distribution for Upper High-Resolution Antenna
440	T1LM_W_LHR	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Lower High-Resolution Antenna
440	T1LM_W_SH1	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 1
440	T1LM_W_SH2	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 2
440	T1LM_W_SH3	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 3
440	T1LM_W_SH4	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 4
440	T1LM_W_SH8	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 8
440	T1LM_W_UHR	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Upper High-Resolution Antenna
440	T1LM_WAT	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution
440	T1LM_WAT_LHR	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Lower High-Resolution Antenna
440	T1LM_WAT_SH1	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 1
440	T1LM_WAT_SH2	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 2
440	T1LM_WAT_SH3	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 3
440	T1LM_WAT_SH4	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 4
440	T1LM_WAT_SH8	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Shell 8
440	T1LM_WAT_UHR	longitudinal relaxation time	time		Logarithmic Mean of Water T1 Distribution for Upper High-Resolution Antenna
440	T1PC_LHR	longitudinal relaxation time	time		T1 Cutoff from Capillary Pressure Computation for Lower High-Resolution Antenna
440	T1PC_SH1	longitudinal relaxation time	time		T1 Cutoff from Capillary Pressure Computation for Shell 1
440	T1PC_SH2	longitudinal relaxation time	time		T1 Cutoff from Capillary Pressure Computation for Shell 2
440	T1PC_SH3	longitudinal relaxation time	time		T1 Cutoff from Capillary Pressure Computation for Shell 3
440	T1PC_SH4	longitudinal relaxation time	time		T1 Cutoff from Capillary Pressure Computation for Shell 4
440	T1PC_SH8	longitudinal relaxation time	time		T1 Cutoff from Capillary Pressure Computation for Shell 8
440	T1PC_UHR	longitudinal relaxation time	time		T1 Cutoff from Capillary Pressure Computation for Upper High-Resolution Antenna
440	T1R_FAST	acoustic travel time	time		STC Peak Time, Receiver Array - FAST
440	T1R_SLOW	acoustic travel time	time		STC Peak Time, Receiver Array - SLOW
440	T1R_XD	acoustic travel time	time		STC Peak Time, Receiver Array - X Dipole
440	T1R_YD	acoustic travel time	time		STC Peak Time, Receiver Array - Y Dipole
440	T1R1	acoustic travel time	time		STC Peak Time, Receiver Array - Lower Dipole
440	T1R2	acoustic travel time	time		STC Peak Time, Receiver Array - Upper Dipole
440	T1R3	acoustic travel time	time		STC Peak Time, Receiver Array - Monopole Stoneley
440	T1R4	acoustic travel time	time		STC Peak Time, Receiver Array - Monopole P&S
440	T1RA	acoustic travel time	time		Peak Time - Receiver Array
440	T1REX	acoustic travel time	time	T1RX	STC Peak Time, Receiver Array - Expert Mode
440	T1T_FAST	acoustic travel time	time		STC Peak Time, Transmitter Array - FAST
440	T1T_SLOW	acoustic travel time	time		STC Peak Time, Transmitter Array - SLOW
440	T1T_XD	acoustic travel time	time		STC Peak Time, Transmitter Array - X Dipole
440	T1T_YD	acoustic travel time	time		STC Peak Time, Transmitter Array - Y Dipole
440	T1T1	acoustic travel time	time		STC Peak Time, Transmitter Array - Lower Dipole
440	T1T2	acoustic travel time	time		STC Peak Time, Transmitter Array - Upper Dipole
440	T1T2_MAP_LHR	nmr t1t2 map	dimensionless		T1 versus T2 Map for Lower High-Resolution Antenna
440	T1T2_MAP_SH1	nmr t1t2 map	dimensionless		T1 versus T2 Map for Shell 1
440	T1T2_MAP_SH2	nmr t1t2 map	dimensionless		T1 versus T2 Map for Shell 2
440	T1T2_MAP_SH3	nmr t1t2 map	dimensionless		T1 versus T2 Map for Shell 3
440	T1T2_MAP_SH4	nmr t1t2 map	dimensionless		T1 versus T2 Map for Shell 4
440	T1T2_MAP_SH8	nmr t1t2 map	dimensionless		T1 versus T2 Map for Shell 8
440	T1T2_MAP_UHR	nmr t1t2 map	dimensionless		T1 versus T2 Map for Upper High-Resolution Antenna
440	T1T2MAP_DF	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free)
440	T1T2MAP_DF_LHR	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free) for Lower High-Resolution Antenna
440	T1T2MAP_DF_SH1	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free) for Shell 1
440	T1T2MAP_DF_SH2	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free) for Shell 2
440	T1T2MAP_DF_SH3	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free) for Shell 3
440	T1T2MAP_DF_SH4	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free) for Shell 4
440	T1T2MAP_DF_SH8	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free) for Shell 8
440	T1T2MAP_DF_UHR	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Free) for Upper High-Resolution Antenna
440	T1T2MAP_DI	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included)
440	T1T2MAP_DI_LHR	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included) for Lower High-Resolution Antenna
440	T1T2MAP_DI_SH1	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included) for Shell 1
440	T1T2MAP_DI_SH2	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included) for Shell 2
440	T1T2MAP_DI_SH3	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included) for Shell 3
440	T1T2MAP_DI_SH4	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included) for Shell 4
440	T1T2MAP_DI_SH8	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included) for Shell 8
440	T1T2MAP_DI_UHR	nmr t1t2 map	dimensionless		T1 versus T2 Map (Diffusion Included) for Upper High-Resolution Antenna
440	T1T3	acoustic travel time	time		STC Peak Time, Transmitter Array - Monopole Stoneley
440	T1T4	acoustic travel time	time		STC Peak Time, Transmitter Array - Monopole P&S
440	T1TA	acoustic travel time	time		Peak Time - Transmitter Array
440	T1TEX	acoustic travel time	time	T1TX	STC Peak Time, Transmitter Array - Expert Mode
440	T2_BFV_CUTOFF_ANT1	transverse relaxation time	time		Antenna 1 Motion Induced T2 Bound Fluid Volume Cutoff
440	T2_BFV_CUTOFF_ANT1_RT	transverse relaxation time	time		Antenna 1 Motion Induced T2 Bound Fluid Volume Cutoff, Real-Time
440	T2_BFV_CUTOFF_ANT2	transverse relaxation time	time		Antenna 2 Motion Induced T2 Bound Fluid Volume Cutoff
440	T2_BFV_CUTOFF_ANT2_RT	transverse relaxation time	time		Antenna 2 Motion Induced T2 Bound Fluid Volume Cutoff, Real-Time
440	T2_DIST	nmr t2 distribution	dimensionless	T2DS	T2 Distribution of All Fluids
440	T2_DIST_ANT1	amplitude	electric potential difference	TDS1	Antenna 1 T2 Distribution
440	T2_DIST_ANT2	amplitude	electric potential difference	TDS2	Antenna 2 T2 Distribution
440	T2_DIST_CM	nmr t2 distribution	dimensionless	T2DM	T2 Distribution of All Fluids from Combined Analysis
440	T2_DIST_COM	nmr t2 distribution	dimensionless	T2DC	Common T2 Distribution
440	T2_DIST_COM_SL	nmr t2 distribution	dimensionless	T2DC	Common T2 Distribution - Station Log
440	T2_DIST_DIF	nmr t2 distribution	dimensionless	T2DD	T2 Distribution Difference
440	T2_DIST_DIF_SL	nmr t2 distribution	dimensionless	T2DD	T2 Distribution Difference - Station Log
440	T2_DIST_GAS_LHR	nmr t2 distribution	dimensionless		T2 Distribution of Gas for Lower High-Resolution Antenna
440	T2_DIST_GAS_SH1	nmr t2 distribution	dimensionless		T2 Distribution of Gas for Shell 1
440	T2_DIST_GAS_SH2	nmr t2 distribution	dimensionless		T2 Distribution of Gas for Shell 2
440	T2_DIST_GAS_SH3	nmr t2 distribution	dimensionless		T2 Distribution of Gas for Shell 3
440	T2_DIST_GAS_SH4	nmr t2 distribution	dimensionless		T2 Distribution of Gas for Shell 4
440	T2_DIST_GAS_SH8	nmr t2 distribution	dimensionless		T2 Distribution of Gas for Shell 8
440	T2_DIST_GAS_UHR	nmr t2 distribution	dimensionless		T2 Distribution of Gas for Upper High-Resolution Antenna
440	T2_DIST_H2O	nmr t2 distribution	dimensionless	T2WA	T2 Distribution of Water
440	T2_DIST_H2O_LHR	nmr t2 distribution	dimensionless		T2 Distribution of Water for Lower High-Resolution Antenna
440	T2_DIST_H2O_MRF	nmr t2 distribution	dimensionless	T2DM	T2 Distribution of Water from Fluid Typing Analysis
440	T2_DIST_H2O_SH1	nmr t2 distribution	dimensionless		T2 Distribution of Water for Shell 1
440	T2_DIST_H2O_SH2	nmr t2 distribution	dimensionless		T2 Distribution of Water for Shell 2
440	T2_DIST_H2O_SH3	nmr t2 distribution	dimensionless		T2 Distribution of Water for Shell 3
440	T2_DIST_H2O_SH4	nmr t2 distribution	dimensionless		T2 Distribution of Water for Shell 4
440	T2_DIST_H2O_SH8	nmr t2 distribution	dimensionless		T2 Distribution of Water for Shell 8
440	T2_DIST_H2O_SL	nmr t2 distribution	dimensionless	T2WA	T2 Distribution of Water - Station Log
440	T2_DIST_H2O_UHR	nmr t2 distribution	dimensionless		T2 Distribution of Water for Upper High-Resolution Antenna
440	T2_DIST_LHR	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids for Lower High-Resolution Antenna
440	T2_DIST_MRF	nmr t2 distribution	dimensionless		T2 Distribution from Fluid Typing Analysis
440	T2_DIST_MW	nmr t2 distribution	dimensionless	T2DM	T2 Distribution - Multi Wait
440	T2_DIST_MW_SL	nmr t2 distribution	dimensionless	T2DM	T2 Distribution - Multi Wait - Station Log
440	T2_DIST_OIL	nmr t2 distribution	dimensionless	T2OI	T2 Distribution of Oil
440	T2_DIST_OIL_LHR	nmr t2 distribution	dimensionless		T2 Distribution of Oil for Lower High-Resolution Antenna
440	T2_DIST_OIL_MRF	nmr t2 distribution	dimensionless	T2DM	T2 Distribution of Oil from Fluid Typing Analysis
440	T2_DIST_OIL_SH1	nmr t2 distribution	dimensionless		T2 Distribution of Oil for Shell 1
440	T2_DIST_OIL_SH2	nmr t2 distribution	dimensionless		T2 Distribution of Oil for Shell 2
440	T2_DIST_OIL_SH3	nmr t2 distribution	dimensionless		T2 Distribution of Oil for Shell 3
440	T2_DIST_OIL_SH4	nmr t2 distribution	dimensionless		T2 Distribution of Oil for Shell 4
440	T2_DIST_OIL_SH8	nmr t2 distribution	dimensionless		T2 Distribution of Oil for Shell 8
440	T2_DIST_OIL_SL	nmr t2 distribution	dimensionless	T2OI	T2 Distribution of Oil - Station Log
440	T2_DIST_OIL_UHR	nmr t2 distribution	dimensionless		T2 Distribution of Oil for Upper High-Resolution Antenna
440	T2_DIST_SH1	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids for Shell 1
440	T2_DIST_SH2	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids for Shell 2
440	T2_DIST_SH3	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids for Shell 3
440	T2_DIST_SH4	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids for Shell 4
440	T2_DIST_SH8	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids for Shell 8
440	T2_DIST_SL	nmr t2 distribution	dimensionless	T2DS	T2 Distribution of All Fluid - Station Log
440	T2_DIST_UHR	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids for Upper High-Resolution Antenna
440	T2_DIST0	nmr t2 distribution	dimensionless	T2DU	T2 Distribution without Polarization Correction
440	T2_DIST0_SL	nmr t2 distribution	dimensionless	T2DU	T2 Distribution without Polarization Correction - Station Log
440	T2_ITER_MAX	quality indicator	unitless		T2 Distribution Decoding Hit Max Iterations Flag
440	T2_MOTION_LIMIT_ANT1	transverse relaxation time	time		Antenna 1 Motion Induced T2 Limit for a Non-Relaxing Spin
440	T2_MOTION_LIMIT_ANT1_RT	transverse relaxation time	time		Antenna 1 Motion Induced T2 Limit for a Non-Relaxing Spin, Real-Time
440	T2_MOTION_LIMIT_ANT2	transverse relaxation time	time		Antenna 2 Motion Induced T2 Limit for a Non-Relaxing Spin
440	T2_MOTION_LIMIT_ANT2_RT	transverse relaxation time	time		Antenna 2 Motion Induced T2 Limit for a Non-Relaxing Spin, Real-Time
440	T2AV	thickness loss	length		Thickness Average of Casing minus Nominal
440	T2BFV_CUT	transverse relaxation time	time		Antenna Motion-Induced T2 Bound Fluid Volume Cutoff
440	T2BFV_CUT_A1	transverse relaxation time	time		Antenna 1 Motion Induced T2 Bound Fluid Volume Cutoff
440	T2BFV_CUT_A2	transverse relaxation time	time		Antenna 2 Motion Induced T2 Bound Fluid Volume Cutoff
440	T2BK	thickness loss	length		Thickness of Casing minus Nominal
440	T2CUTOFF	transverse relaxation time	time	T2CU	T2 Cutoff
440	T2CUTOFF_A1	transverse relaxation time	time		Antenna 1 T2 Cutoff
440	T2CUTOFF_A2	transverse relaxation time	time		Antenna 2 T2 Cutoff
440	T2CUTOFF_ANT1	transverse relaxation time	time		Antenna 1 T2 Cutoff
440	T2CUTOFF_ANT2	transverse relaxation time	time		Antenna 2 T2 Cutoff
440	T2CUTOFF_DISPLAY_ANT1	transverse relaxation time	time		Antenna 1 T2 Cutoff Display Only
440	T2CUTOFF_DISPLAY_ANT2	transverse relaxation time	time		Antenna 2 T2 Cutoff Display Only
440	T2DIST	nmr t2 distribution	dimensionless		T2 Distribution of All Fluids
440	T2DIST_DF	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free)
440	T2DIST_DF_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) for Lower High-Resolution Antenna
440	T2DIST_DF_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) for Shell 1
440	T2DIST_DF_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) for Shell 2
440	T2DIST_DF_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) for Shell 3
440	T2DIST_DF_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) for Shell 4
440	T2DIST_DF_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) for Shell 8
440	T2DIST_DF_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) for Upper High-Resolution Antenna
440	T2DIST_DF1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1
440	T2DIST_DF1_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1 for Lower High-Resolution Antenna
440	T2DIST_DF1_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1 for Shell 1
440	T2DIST_DF1_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1 for Shell 2
440	T2DIST_DF1_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1 for Shell 3
440	T2DIST_DF1_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1 for Shell 4
440	T2DIST_DF1_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1 for Shell 8
440	T2DIST_DF1_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 1 for Upper High-Resolution Antenna
440	T2DIST_DF2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2
440	T2DIST_DF2_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2 for Lower High-Resolution Antenna
440	T2DIST_DF2_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2 for Shell 1
440	T2DIST_DF2_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2 for Shell 2
440	T2DIST_DF2_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2 for Shell 3
440	T2DIST_DF2_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2 for Shell 4
440	T2DIST_DF2_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2 for Shell 8
440	T2DIST_DF2_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Special Fluid 2 for Upper High-Resolution Antenna
440	T2DIST_DFG	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas
440	T2DIST_DFG_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas for Lower High-Resolution Antenna
440	T2DIST_DFG_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas for Shell 1
440	T2DIST_DFG_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas for Shell 2
440	T2DIST_DFG_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas for Shell 3
440	T2DIST_DFG_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas for Shell 4
440	T2DIST_DFG_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas for Shell 8
440	T2DIST_DFG_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Gas for Upper High-Resolution Antenna
440	T2DIST_DFM	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate
440	T2DIST_DFM_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate for Lower High-Resolution Antenna
440	T2DIST_DFM_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate for Shell 1
440	T2DIST_DFM_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate for Shell 2
440	T2DIST_DFM_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate for Shell 3
440	T2DIST_DFM_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate for Shell 4
440	T2DIST_DFM_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate for Shell 8
440	T2DIST_DFM_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil-Based Mud Filtrate for Upper High-Resolution Antenna
440	T2DIST_DFO	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil
440	T2DIST_DFO_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil for Lower High-Resolution Antenna
440	T2DIST_DFO_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil for Shell 1
440	T2DIST_DFO_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil for Shell 2
440	T2DIST_DFO_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil for Shell 3
440	T2DIST_DFO_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil for Shell 4
440	T2DIST_DFO_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil for Shell 8
440	T2DIST_DFO_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Oil for Upper High-Resolution Antenna
440	T2DIST_DFW	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water
440	T2DIST_DFW_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water for Lower High-Resolution Antenna
440	T2DIST_DFW_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water for Shell 1
440	T2DIST_DFW_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water for Shell 2
440	T2DIST_DFW_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water for Shell 3
440	T2DIST_DFW_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water for Shell 4
440	T2DIST_DFW_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water for Shell 8
440	T2DIST_DFW_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Free) of Water for Upper High-Resolution Antenna
440	T2DIST_DI	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included)
440	T2DIST_DI_COM	nmr t2 distribution	dimensionless		Common T2 Distribution (Diffusion Included)
440	T2DIST_DI_DIF	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) Difference
440	T2DIST_DI_LHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) for Lower High-Resolution Antenna
440	T2DIST_DI_SH1	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) for Shell 1
440	T2DIST_DI_SH2	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) for Shell 2
440	T2DIST_DI_SH3	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) for Shell 3
440	T2DIST_DI_SH4	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) for Shell 4
440	T2DIST_DI_SH8	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) for Shell 8
440	T2DIST_DI_SM	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) from Sub-Measurements
440	T2DIST_DI_UHR	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) for Upper High-Resolution Antenna
440	T2DIST0_DI	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) without Polarization Correction
440	T2DIST0_DI_SM	nmr t2 distribution	dimensionless		T2 Distribution (Diffusion Included) without Polarization Correction from Sub-Measurements
440	T2HV	electric potential	electric potential difference		Raw T2 Voltage
440	T2L1	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1
440	T2L1_LHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1 for Lower High-Resolution Antenna
440	T2L1_SH1	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1 for Shell 1
440	T2L1_SH2	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1 for Shell 2
440	T2L1_SH3	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1 for Shell 3
440	T2L1_SH4	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1 for Shell 4
440	T2L1_SH8	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1 for Shell 8
440	T2L1_SL	transverse relaxation time	time	T2L1	T2 Logarithmic Mean associated with Binned Porosity 1 - Station Log
440	T2L1_UHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 1 for Upper High-Resolution Antenna
440	T2L2	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2
440	T2L2_LHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2 for Lower High-Resolution Antenna
440	T2L2_SH1	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2 for Shell 1
440	T2L2_SH2	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2 for Shell 2
440	T2L2_SH3	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2 for Shell 3
440	T2L2_SH4	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2 for Shell 4
440	T2L2_SH8	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2 for Shell 8
440	T2L2_SL	transverse relaxation time	time	T2L2	T2 Logarithmic Mean associated with Binned Porosity 2 - Station Log
440	T2L2_UHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 2 for Upper High-Resolution Antenna
440	T2L3	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3
440	T2L3_LHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3 for Lower High-Resolution Antenna
440	T2L3_SH1	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3 for Shell 1
440	T2L3_SH2	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3 for Shell 2
440	T2L3_SH3	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3 for Shell 3
440	T2L3_SH4	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3 for Shell 4
440	T2L3_SH8	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3 for Shell 8
440	T2L3_SL	transverse relaxation time	time	T2L3	T2 Logarithmic Mean associated with Binned Porosity 3 - Station Log
440	T2L3_UHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 3 for Upper High-Resolution Antenna
440	T2L4	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4
440	T2L4_LHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4 for Lower High-Resolution Antenna
440	T2L4_SH1	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4 for Shell 1
440	T2L4_SH2	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4 for Shell 2
440	T2L4_SH3	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4 for Shell 3
440	T2L4_SH4	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4 for Shell 4
440	T2L4_SH8	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4 for Shell 8
440	T2L4_SL	transverse relaxation time	time	T2L4	T2 Logarithmic Mean associated with Binned Porosity 4 - Station Log
440	T2L4_UHR	transverse relaxation time	time		T2 Logarithmic Mean of Bin 4 for Upper High-Resolution Antenna
440	T2L5	transverse relaxation time	time		T2 Logarithmic Mean of Bin 5
